1.244323856918112270e+01,9.490941816782104468e+00,5.000000000000000000e-01
3.800659520558596682e+00,2.178990091316888922e+00,5.000000000000000000e-01
1.318845652258189638e+01,3.193913663803646052e+00,5.000000000000000000e-01
1.545198716868799593e+01,9.177723860005874812e+00,5.000000000000000000e-01
1.556161782247829350e+01,3.190366643989472895e-01,5.000000000000000000e-01
7.255187958676994953e+00,6.508453704251448979e-01,5.000000000000000000e-01
9.744679404180446980e+00,6.298289991078229733e+00,5.000000000000000000e-01
1.240842423367754677e+01,8.738134432795387596e+00,5.000000000000000000e-01
1.026581351614510673e+01,8.715732303784862189e-02,5.000000000000000000e-01
1.155229167227115461e+01,7.465772369939375430e+00,5.000000000000000000e-01
5.605843856229970612e-01,8.128411710026234971e+00,5.000000000000000000e-01
4.775191534226870260e+00,7.571744617226672247e-01,5.000000000000000000e-01
9.361998701131959422e-01,6.564553345969578402e+00,5.000000000000000000e-01
1.371297508139518229e+01,5.092622000835182128e+00,5.000000000000000000e-01
5.965664445996919696e+00,4.798833914963831049e+00,5.000000000000000000e-01
1.087756722524955144e+01,9.555741449310662716e+00,5.000000000000000000e-01
4.100479189226081900e+00,1.203356948509259894e-04,5.000000000000000000e-01
5.561299442439871399e+00,2.469787009919163445e+00,5.000000000000000000e-01
1.506043212955106014e-01,7.122326779115835116e+00,5.000000000000000000e-01
5.733340523279515821e+00,3.245820497867131227e+00,5.000000000000000000e-01
