,Instance,n_N,n_B,Strength,A4,Gap,Runtime,Time_Prepro,NodeCount,ObjVal,Runtime_h,ObjVal_h
0,0,70,53,False,False,,,,,,,
1,1,70,64,False,False,,,,,,,
2,2,70,53,False,False,,,,,,,
3,3,70,58,False,False,,,,,,,
4,4,70,60,False,False,,,,,,,
5,0,70,53,True,False,0.155604267765191,3606.09658908844,780.0928339958191,105842.0,851.51724026729,,
6,1,70,64,True,False,0.1956134448604715,3601.19291806221,1209.284126996994,16046.0,964.4102109951386,,
7,2,70,53,True,False,0.0119781157619032,3600.739665031433,707.59042096138,28271.0,743.9016747010099,,
8,3,70,58,True,False,,,,,,,
9,4,70,60,True,False,,,,,,,
10,0,70,106,False,True,0.2617734098665469,3665.6194620132446,11659.507152795792,33938.0,1208.735812697861,,
11,1,70,129,False,True,0.4452207678102187,3709.814867973328,26392.892940044403,29266.0,1685.303142879411,,
12,2,70,106,False,True,0.2406304041726112,3605.905292034149,11752.69611787796,29669.0,1247.5219206359943,,
13,3,70,117,False,True,0.3208034955146523,3611.019519090653,17689.6272418499,20684.0,1222.9672633757232,,
14,4,70,120,False,True,0.1754207558113451,3682.256711006165,19336.6835269928,31668.0,1082.9126067099762,,
15,0,70,106,True,True,0.5804161462107164,3618.172877788544,3164.5695610046387,10699.0,2281.861858942554,,
16,1,70,129,True,True,0.0033936701956372,3633.491167783737,5396.220091104507,8981.0,967.5953758711896,,
17,2,70,106,True,True,0.081277497145006,3602.6302938461304,3156.386679172516,7088.0,1043.9377763111297,,
18,3,70,117,True,True,0.4752419674798928,3625.686558961868,4086.982000827789,6447.0,1665.5364980723054,,
19,4,70,120,True,True,0.3984556527259841,3602.7843101024628,4465.852583885193,3031.0,1576.8226873399835,,
20,4,70,120,True,True,0.3984556527259841,3603.055167913437,4371.677150249481,3076.0,1576.8226873399835,,
21,0,75,68,False,False,,,,,,,
22,1,75,63,False,False,,,,,,,
23,2,75,59,False,False,,,,,,,
24,3,75,63,False,False,,,,,,,
25,4,75,63,False,False,,,,,,,
26,0,75,68,True,False,,,,,,,
27,1,75,63,True,False,,,,,,,
28,2,75,59,True,False,,,,,,,
29,3,75,63,True,False,,,,,,,
30,4,75,63,True,False,,,,,,,
31,0,75,137,False,True,0.1626640378014469,3620.595293045044,34859.60042119026,17251.0,1145.7219923450723,,
32,1,75,126,False,True,0.0509792824350115,3616.45788192749,25235.6560049057,9017.0,960.4152076834636,,
33,2,75,118,False,True,0.2655042249693233,3609.476142168045,19114.20060777664,22007.0,1269.3849027918052,,
34,3,75,127,False,True,0.4661443827688057,3619.518368005753,26244.448381900787,27628.0,1735.191160751025,,
35,4,75,126,False,True,,,,,,,
36,0,75,137,True,True,,,,,,,
37,1,75,126,True,True,0.0207712020865875,3608.067750930786,5685.864285945892,3196.0,940.7179238029984,,
38,2,75,118,True,True,0.172247553417871,3628.29366016388,4753.2503118515015,3067.0,1145.2333431772768,,
39,3,75,127,True,True,,,,,,,
40,4,75,126,True,True,0.5005387587306263,3604.483131885529,5707.309829711914,3258.0,1909.68215490766,,
41,0,80,60,False,False,,,,,,,
42,1,80,62,False,False,,,,,,,
43,2,80,70,False,False,,,,,,,
44,3,80,62,False,False,,,,,,,
45,4,80,66,False,False,,,,,,,
46,0,80,60,True,False,,,,,,,
47,1,80,62,True,False,,,,,,,
48,2,80,70,True,False,,,,,,,
49,3,80,62,True,False,,,,,,,
50,4,80,66,True,False,,,,,,,
51,0,80,120,False,True,,,,,,,
52,1,80,125,False,True,,,,,,,
53,2,80,140,False,True,,,,,,,
54,3,80,125,False,True,,,,,,,
55,4,80,133,False,True,,,,,,,
56,0,80,120,True,True,,,,,,,
57,1,80,125,True,True,,,,,,,
58,2,80,140,True,True,,,,,,,
59,3,80,125,True,True,,,,,,,
60,4,80,133,True,True,,,,,,,
