,Instance,n_N,n_B,Gap,Runtime,Time_Prepro,NodeCount,ObjVal,Runtime_h,ObjVal_h
0,0.0,90.0,150.0,0.7133757151761706,3639.305468082428,1820.1816470623016,7392.0,3506.67072672394,,
1,1.0,90.0,162.0,0.05431741072129747,3606.536719083786,2128.898581981659,12155.0,1043.7872349534766,,
2,2.0,90.0,151.0,0.7141729943296322,3645.3828909397125,1788.2259199619293,15117.0,3621.1236546992213,,
3,3.0,90.0,153.0,0.22790490710459663,3604.529022216797,1904.7988982200623,2308.0,1258.427160292202,,
4,4.0,90.0,146.0,0.37260471967260156,3604.30805683136,1677.7294840812683,14795.0,1715.4677597282048,,
5,5.0,90.0,152.0,0.30589937984774995,3604.5552220344543,1856.0644490718842,3993.0,1432.663259092012,,
6,6.0,90.0,152.0,0.14148332379182113,3604.524990081787,1840.7318489551544,6473.0,1205.1060678557594,,
7,7.0,90.0,148.0,0.5532313145583108,3639.7452940940857,1702.004646062851,2330.0,2310.8877019738898,,
8,8.0,90.0,149.0,,,,,,,
9,9.0,90.0,145.0,0.11033482016971433,3637.4956290721893,1605.146134853363,10597.0,1163.057400435416,,
10,0.0,100.0,156.0,0.9870481614572554,3605.690765142441,2274.4406929016113,3156.0,88379.09933587,,
11,1.0,100.0,178.0,,,,,,,
12,2.0,100.0,163.0,0.8057985329413261,3656.724119901657,2756.9493498802185,2732.0,5492.186443381627,,
13,3.0,100.0,168.0,0.7573074645181256,3606.9933671951294,3057.8666701316833,6133.0,4222.770328108192,,
14,4.0,100.0,163.0,0.7323544746850422,3675.838287115097,2855.119390964508,3236.0,4165.323497129602,,
15,5.0,100.0,157.0,0.022245567964633315,3668.2579720020294,2546.337065219879,3824.0,1173.523214628687,,
16,6.0,100.0,163.0,,,,,,,
17,7.0,100.0,157.0,0.32288458648912505,3666.9504890441895,2349.3889968395233,2286.0,1532.51468307031,,
18,8.0,100.0,159.0,0.20088781928536012,3668.938034057617,2360.007125854492,2272.0,1352.7890111789884,,
19,9.0,100.0,164.0,0.4270516782642249,3615.7609210014343,2615.5258729457855,5700.0,1965.6320846439246,,
