8.333458634619177019e+00,7.601072502478878334e-02,8.109959320414056094e+00,2.063483506360382691e+00
8.322297856436154717e+00,5.087883351739089122e+00,9.665200157563695882e+00,6.569980990097086249e+00
1.065680143589148443e+01,1.772617321076876529e+00,1.140428531873257967e+01,3.627682776766460115e+00
1.459637768219205967e+01,2.268865714104818743e+00,1.366678383949019704e+01,4.980310838779354876e-01
1.265433683323938574e+01,5.514129761221835402e-01,1.241112532263477242e+01,2.536569937450285472e+00
1.271890503105248982e+01,3.600618257686308166e+00,1.471361867228723597e+01,3.455299678447402822e+00
1.280119361697624214e+01,2.105158814547290369e+00,1.369316125524702699e+01,2.557258065019619053e+00
1.902605771942538215e+00,-5.686889424423153816e-01,1.829540455696340384e+00,1.429975976838013363e+00
3.858392443679366401e+00,2.119953337252478587e+00,4.788557492468176413e+00,3.494186773229670528e-01
2.647278537800389131e+00,5.386376775507258685e+00,4.621471118638178055e+00,5.066121168585178580e+00
2.962219928617046527e+00,3.026863431617733635e+00,4.771704616585219050e+00,2.174944912034595834e+00
1.838040488968838426e+00,2.669080340347921965e+00,2.812154728576652829e+00,2.895136634649341456e+00
3.473611878871705194e-01,2.937279691696249362e+00,2.310310659825247637e+00,2.554096484055278449e+00
2.351769691246091032e+00,2.677374166434208114e+00,2.744391389710789664e+00,2.367780558789128520e+00
4.110092092581429490e+00,5.823748464515920986e+00,6.080937902532729034e+00,6.163993660510529438e+00
6.593141946543144449e+00,3.707287546417235014e+00,7.671476789195227575e+00,2.022890334616375796e+00
4.379649870642039922e+00,3.051607155894834555e+00,6.276555013235816993e+00,3.685445368691506296e+00
7.281274932946351974e+00,7.402221217294782107e+00,5.605143523083044421e+00,6.311082593255820328e+00
5.630160263761286643e+00,8.996218336056221787e+00,3.670957245715960493e+00,8.594318430504996442e+00
3.978630181534396293e+00,7.069095601025232156e+00,2.215645094977710450e+00,8.013491484423035160e+00
4.997563524947240765e+00,9.111514643090155019e+00,3.407235554837182434e+00,1.032430355608599193e+01
9.566937404296471215e+00,8.583431069211993503e+00,8.690918000448586866e+00,6.785490579628983276e+00
6.407028554256072539e+00,3.268102195043245839e+00,6.944564790537022247e+00,5.194512015067248356e+00
1.087117013950133959e+01,5.511314176157639189e+00,1.146027400586792844e+01,3.600043228690499753e+00
3.969402948034582490e+00,5.573012553264003799e+00,2.713160122549588937e+00,7.129243244202040586e+00
3.300545192116639548e+00,4.667657514328038104e+00,3.358904973159165586e+00,5.164239970680121417e+00
4.581172665048572235e+00,4.444920754842971888e+00,4.516766733471695439e+00,4.940755279636995567e+00
