6.672352075241184011e+00,1.403869385952337678e+00,5.000000000000000000e-01
1.152519189507452957e+01,1.981014890848787902e+00,5.000000000000000000e-01
1.829997077518186188e-03,8.007445686755366054e+00,5.000000000000000000e-01
4.837321162109436301e+00,9.682615757193975270e+00,5.000000000000000000e-01
2.348094253073808702e+00,3.134241781592428389e+00,5.000000000000000000e-01
1.477417516300764788e+00,6.923226156693140787e+00,5.000000000000000000e-01
2.980163382042734455e+00,8.763891522960383540e+00,5.000000000000000000e-01
5.528971632688763904e+00,8.946066635038473436e+00,5.000000000000000000e-01
6.348279587690718984e+00,8.504421136977791118e-01,5.000000000000000000e-01
8.621067744053711124e+00,3.905478323288236187e-01,5.000000000000000000e-01
6.707112230452716872e+00,1.698304195645689019e+00,5.000000000000000000e-01
1.096351200634815193e+01,8.781425034294130683e+00,5.000000000000000000e-01
3.271235995704278920e+00,9.834683383305009574e-01,5.000000000000000000e-01
1.404987898225512666e+01,4.211076250050521885e+00,5.000000000000000000e-01
4.382014911668186130e-01,9.578895301505019333e+00,5.000000000000000000e-01
1.072748016285443562e+01,5.331652849730170729e+00,5.000000000000000000e-01
6.676876837874031523e+00,6.918771139504733547e+00,5.000000000000000000e-01
8.939037255132026516e+00,3.155156310060629465e+00,5.000000000000000000e-01
