7.521941250083759023e+00,5.420728581387157519e+00,5.682086882594702182e+00,4.636550089950771891e+00
4.332897112016357077e+00,8.152307944298506470e+00,3.446075522137315605e+00,9.944944959347679969e+00
9.403683344300944214e+00,5.645277828311907165e+00,7.902724058691426023e+00,4.323490696076704332e+00
8.060041249281614029e+00,8.882500063365846188e+00,7.155935142125829707e+00,7.098517959474775374e+00
6.208404863594179091e+00,6.294079928060927642e+00,4.231252851136359183e+00,5.992633548693060419e+00
4.046760699314757126e+00,4.015321344645427004e+00,5.529033121430610542e+00,5.358030719988729373e+00
1.056214802534700858e+01,1.555959063680516286e+00,1.051900742433631031e+01,-4.435756043221259493e-01
8.548486094097558663e+00,3.883914992578026304e+00,1.044223834400083462e+01,3.240717965232375430e+00
4.083082578501308291e+00,1.837403485655040525e+00,5.031312170205261225e+00,3.598329560598833687e+00
6.479432715525669906e+00,9.367654521992734296e-01,7.734973045895818800e+00,2.493562959524492140e+00
2.008537555959624576e+00,7.708898879441198559e+00,2.142200766260955014e+00,9.704427417501213071e+00
7.033249984232596397e+00,7.995081951853360458e+00,6.231416943625494476e+00,6.162852769957502197e+00
2.686534996450628654e+00,6.198166047701148429e+00,1.002804253731153006e+00,7.277541230860981258e+00
1.848910847954984948e+00,6.687714837056896400e+00,-1.374984578724594009e-01,6.920476667523425718e+00
1.060201673910086839e+01,3.189650966599720139e+00,1.249108696931143214e+01,3.846471844261364570e+00
1.130892310501690901e+01,5.734375070956456710e+00,9.392747580094951587e+00,6.307324770048843732e+00
5.647450518861073299e+00,5.186890332905488066e+00,5.478892488574477859e+00,6.172582064851081185e+00
9.600154349868070369e+00,5.519366241864904765e+00,9.809826286878646329e+00,5.973279976874358965e+00
8.477515690151822270e+00,3.316411173877120255e+00,7.447836318283133750e+00,5.030984121041545798e+00
