6.409142281483403281e+01,1.634294455959561798e+00,1.147086849805476066e-01
6.407883541871598254e+01,1.863366250597908724e+00,7.940236351470275622e-02
8.356066092309055193e+01,9.543973983660721672e+01,1.856312614040347642e+00
6.804485454308247938e+01,8.997152939069451349e+01,7.331014193730425177e-01
2.548982407160049846e+01,8.037894414250324360e+01,8.815049787010034166e-01
1.048503490239524005e+01,8.042248453696664967e+01,1.249999999999980682e+00
6.843677390294654117e+01,6.909776881641474233e+01,4.522637838198987348e-01
7.777823379582356722e+01,9.732765618073950975e+01,1.297405731584510669e+00
4.723058587945141085e+01,8.274714097264846657e+01,3.906249999989717947e-02
7.821376435317198172e+01,1.828863274753548396e+01,3.038371344450183087e-02
3.485801976934283886e+01,1.747512074412676952e+01,4.315248612954832863e-01
9.283313934912858656e+01,7.826663881137589840e+01,1.216687878888592367e-01
9.654620885681953268e+01,3.253465398051255875e+01,4.182336240304609931e-01
5.159714578079221958e+00,4.587877604790963915e+01,6.306474356202216303e-01
1.083579247692264502e+01,8.607149744417429815e+01,7.821083017066579046e-01
5.309207413700034905e+00,8.836210964302662774e+01,6.579171137735512209e-01
4.908700899018491270e+01,7.540894741862003059e+01,3.732938981303558085e-02
3.963084669394800841e+01,6.173944090037573318e+01,6.736470396797129556e-01
4.041144219392673875e+01,6.283756293443656205e+01,6.736470396797016313e-01
8.215990679146739240e+01,5.092282663235591755e+00,4.492773077255578507e-01
9.205834327521463933e+01,4.678179591694605932e+01,6.670055773316790892e-02
9.898840393902052881e+01,5.644265047277880853e+01,3.787126026934180545e-01
5.213530536393086123e+01,8.509627337614692522e+01,4.273610297183726425e-01
5.658120773649631019e+01,6.243467764043496260e+01,9.714407956544391931e-01
1.459116001119842210e+01,4.673527816466670259e+01,1.275620406980749744e-01
1.675789804704158570e+01,8.186699828459217088e+01,2.392579787795057200e-02
5.528779926918959831e+01,1.267520426218332652e+01,9.695251829043487479e-01
2.623521163749609197e+00,1.087088068440911215e+00,9.303850342761667280e-02
2.681950267877254390e+01,3.046784345257202986e+00,6.822861461758124024e-01
4.964397341587171297e+01,3.909771823524476275e+01,8.594081042670153048e-01
5.867671942773444727e+00,1.012780480524466675e+01,7.440250349093276150e-02
1.495329780495767658e+01,4.753085688832665312e+01,1.979521198663746762e-01
5.708729886589810576e+01,3.057120790489210549e+01,5.664183473243904476e-01
9.243917498611492078e+01,2.178516861089376988e+01,1.769587329288754285e+00
6.684651698503692785e+01,2.079592005769266194e+01,2.432800074255790368e-01
3.030943136227870482e+01,6.760781005126791854e+01,5.755989124770848342e-01
4.127255350627304864e+01,2.592872830080422730e+01,5.428742555100845024e-01
2.705136672382178986e+01,1.835779867384050945e+01,1.109409711824057843e-01
1.311792524487731537e+00,1.938826469403460706e+01,8.514505904717141818e-03
6.498034208454372518e+00,1.786456818714787786e+00,9.106169740188991835e-01
6.305574085294508535e+01,5.605265773135460705e+01,4.053218198963919328e-01
4.843441490981057740e+01,8.596806220474485372e+01,4.925104726289645379e-02
2.288111538734582950e+00,1.919951188686567178e+01,8.223496081483554210e-02
5.454204257340364848e+01,3.399425397451572017e+00,2.408960805913692715e-01
4.706818635874374479e+01,1.847066556353416189e+01,3.400890820983100693e-01
4.815301535557779999e+01,4.328169209553674079e+01,1.915540970487313310e-01
6.090118342761375203e+00,4.414944559811858937e+01,5.058191101064681838e-01
5.972504144914200452e+01,5.572611191151480625e+01,7.071060881709222146e-02
8.413899701183426316e+01,6.365042514833240261e+01,5.709984809826666730e-02
4.692467363641637945e+01,8.422797669962042733e+01,3.906249999990701882e-02
