0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+02
1.000000000000000000e+02,1.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.400777572940683768e+01,1.856315150629845334e+01,6.462427800599004968e+01,3.551277921345779731e+01
7.963792220908820241e+01,4.332590502965563672e+01,9.946815710398354327e+01,4.592624808649922130e+01
5.456081260921710907e+01,3.387196100147306055e+01,6.929909740681878816e+01,4.739168589604037862e+01
7.974986386388688686e+01,1.806222050432287318e+01,9.869913593205383506e+01,2.445949242965070880e+01
4.790972903346636969e+01,2.112047740375338378e+00,4.788645301627932582e+01,7.111993562784208578e+00
5.655355354161115145e+01,4.765124850834305370e+00,5.784494806382987520e+01,1.468138927792495707e+01
8.207292385920561628e+01,4.219291694588523711e+00,8.555946159421529273e+01,1.359180761201185206e+01
8.850815034271180082e+01,1.278215835128659172e+01,9.839506572313668187e+01,1.428179306024668982e+01
4.906957811944260328e+01,7.547783546006924382e+01,5.912559893743739536e+01,5.818979203959925428e+01
9.103549873588995922e+00,5.872068816294871851e+01,2.757699626499450574e+01,6.638435428458180354e+01
2.815760267974987485e+01,6.813627668805999349e+01,4.257074031651585244e+01,5.427043868728845410e+01
2.135409572369603026e+01,2.228258305665816152e+01,3.531184069857928876e+00,3.135693263001503794e+01
4.392386396426388728e+01,4.734133548372167155e+01,3.240361144887299361e+01,3.099251956385672457e+01
3.505147038459686826e+01,4.058125728893394779e+01,1.521338922807998628e+01,3.804146674098522141e+01
1.904517376170845822e+01,6.078832883134931109e+01,3.628777762675690610e+01,5.065459250396164492e+01
1.467023356436057213e+01,3.645369112472535278e+01,9.529554150563065207e+00,5.578173849543919971e+01
4.887449293222505275e+01,7.765836169637734088e+01,4.828007878403330722e+01,8.262290314755179566e+01
7.243904639815082191e+01,7.933779372741412317e+01,8.166875274185895250e+01,9.708075066274238907e+01
5.931460898972494533e+01,4.272091242152368551e+01,4.464701593719919970e+01,5.631729848714783060e+01
8.847122918323370300e+01,4.711568197249719248e+01,6.872427959167032441e+01,5.028711411401543074e+01
9.663301204755880747e+01,7.628495209004492494e+01,7.721141342628554582e+01,7.150985973552900532e+01
2.060154233515880762e+01,8.614015896392044169e+01,2.130686008406370391e+01,6.615259966136727598e+01
1.597443741267219863e+01,8.499879461672338721e+01,2.011829169033245890e+01,8.220085399449482111e+01
9.790793939585919148e+00,8.011657677390586230e+01,1.770371954817002447e+01,7.400219959278480530e+01
1.125396671605489907e+01,5.764964942549666915e+01,1.905215658247092492e+00,6.119941753892850755e+01
5.782987645574772984e+01,5.910119687761673646e+01,5.493607736464026203e+01,5.502370661762768833e+01
4.585798604048413551e+01,9.355498127984976975e+01,5.300364380248979046e+01,7.487505689166532363e+01
3.978826078505718300e+01,8.463201707720563149e+01,3.616793849184754350e+01,6.496241447590000462e+01
2.152253271502999254e+01,8.206959864106987368e+01,3.083865800923532063e+01,8.570412880364490604e+01
8.743000899649237567e+01,2.132620955398090956e+01,6.910842026128062798e+01,2.934614635035044472e+01
4.615042039278809227e+01,9.320446354182185189e+01,4.640984410038903718e+01,9.569096697836373266e+01
4.219240182920646021e+01,6.989159878792750646e+01,4.661493099282972707e+01,7.886050261152277585e+01
2.241819415584610198e+01,2.575607080876926247e+01,3.107340957163958706e+01,7.725894822212428181e+00
5.509860705450000395e+00,1.826895928533519253e+01,1.514186695814809447e+01,7.411398103410231641e-01
5.705656755985533124e-02,2.368067138826119944e+01,1.306859461712594150e+00,2.370286881530664758e+01
3.932476205352814702e+01,1.923320116731397889e+01,3.954642149308044452e+01,3.923197280691368150e+01
5.892518016178451745e+01,1.612808927265858472e+01,3.981856801496791576e+01,2.203887367670517961e+01
2.355208212672068768e+01,8.032311367831459492e+00,1.370140678687714697e+01,9.753995238058033479e+00
3.140380533585994982e+01,3.917318493324082596e+01,3.055289736949764290e+01,1.919129424109707571e+01
1.279308812654503136e+01,3.507537931015996691e+01,1.395040772185031663e+01,3.729136923665385694e+01
6.252722004250125565e+01,7.682365484150434298e+00,7.321296483954355949e+01,2.458842528921687531e+01
6.913000472478080383e+01,7.236015196896259383e+00,6.621983448175024023e+01,1.130183727325171539e+01
8.195527332714252111e+01,1.873413591367782516e+01,8.303737220053821488e+01,1.648045846821323579e+01
6.186097919402838841e+01,1.053490836556190757e+01,6.393323342687058641e+01,7.519761673675668945e-01
1.306787023719232543e+01,9.324909437551299618e+01,3.299195513727619300e+01,9.499002541787224629e+01
3.094172289460922443e+01,1.102135676784313212e+01,3.296159091256001972e+01,1.227474330828711047e+00
8.984022085841466776e+01,7.223799366557204849e+01,9.788493677974950913e+01,6.629808240823649612e+01
9.982258541941925500e+01,6.539264219052549265e+01,8.232701485521201334e+01,5.570218241645673629e+01
3.701520417605943436e+01,4.960452058919829987e+00,5.371786502602665081e+01,1.596141204116557688e+01
